Series1	Series2	Series3	real_measure
3.810998871	3.213396275	2.535669814	2.47
1.065706351	1.704430878	2.460221544	2.47
2.516098514	2.508070629	2.500403531	2.47
4.680776391	4.023276296	2.576163815	2.47
2.660908841	2.580755171	2.504037759	2.47
0.735343486	1.450911504	2.447545575	2.47
1.656392102	2.06361421	2.478180711	2.47
2.393719291	2.446693379	2.497334669	2.47
0.381328776	1.069351192	2.42846756	2.47
1.217078158	1.804643552	2.465232178	2.47
0.619678335	1.344464244	2.442223212	2.47
0.264290292	0.882249942	2.419112497	2.47
4.528336436	3.814538167	2.565726908	2.47
4.377269814	3.652557161	2.557627858	2.47
2.70638142	2.603649427	2.505182471	2.47
4.19553209	3.490792159	2.549539608	2.47
2.483443709	2.491699724	2.499584986	2.47
0.298623615	0.942913238	2.422145662	2.47
3.480941191	3.013468876	2.525673444	2.47
2.554857021	2.527504257	2.501375213	2.47
1.460921049	1.952984412	2.472649221	2.47
2.889339885	2.696441761	2.509822088	2.47
2.071291238	2.283394742	2.489169737	2.47
2.901699881	2.702762749	2.510138137	2.47
1.451155126	1.947290975	2.472364549	2.47
1.672414319	2.072431761	2.478621588	2.47
3.924069948	3.288554644	2.539427732	2.47
4.348429823	3.624908522	2.556245426	2.47
1.261787774	1.832910647	2.466645532	2.47
4.289681692	3.57109372	2.553554686	2.47
1.419568468	1.928746378	2.471437319	2.47
1.338084048	1.879963356	2.468998168	2.47
0.310525834	0.962662916	2.423133146	2.47
1.747795038	2.113488626	2.480674431	2.47
1.255989257	1.829274942	2.466463747	2.47
2.118900113	2.307766926	2.490388346	2.47
1.326029237	1.872622597	2.46863113	2.47
0.94225898	1.61638497	2.455819248	2.47
0.006103702	-0.530581865	2.348470907	2.47
2.697531053	2.599189492	2.504959475	2.47
1.612750633	2.039420514	2.476971026	2.47
1.485488449	1.96723392	2.473361696	2.47
1.754966887	2.117359663	2.480867983	2.47
4.552293466	3.843585154	2.567179258	2.47
3.036896878	2.772495981	2.513624799	2.47
1.374553667	1.901973128	2.470098656	2.47
4.222846156	3.51341584	2.550670792	2.47
1.886959441	2.18766133	2.484383066	2.47
3.389996033	2.962111984	2.523105599	2.47
3.526871548	3.03992153	2.526996076	2.47
2.282479324	2.390734443	2.494536722	2.47
1.707510605	2.091632331	2.479581617	2.47
4.284035768	3.566084678	2.553304234	2.47
2.717368084	2.609189386	2.505459469	2.47
0.273445845	0.899007382	2.419950369	2.47
2.500991852	2.500497948	2.500024897	2.47
3.238166448	2.878938694	2.518946935	2.47
4.946897794	4.80367732	2.615183866	2.47
2.022766808	2.258421154	2.487921058	2.47
4.801324503	4.253769538	2.587688477	2.47
0.108798486	0.481312845	2.399065642	2.47
3.772545549	3.188747832	2.534437392	2.47
4.97604297	5.090531949	2.629526597	2.47
4.418622394	3.693814114	2.559690706	2.47
0.524002808	1.245336143	2.437266807	2.47
0.634022034	1.358372692	2.442918635	2.47
2.346110416	2.422774805	2.49613874	2.47
1.618091372	2.042394562	2.477119728	2.47
1.473738823	1.960433173	2.473021659	2.47
3.70372631	3.145644604	2.53228223	2.47
4.687185278	4.033608156	2.576680408	2.47
2.026123844	2.260153742	2.488007687	2.47
1.716818751	2.096700491	2.479835025	2.47
2.293923765	2.39650405	2.494825203	2.47
4.796288949	4.242137101	2.587106855	2.47
2.546006653	2.523065923	2.501153296	2.47
2.156743065	2.327058446	2.491352922	2.47
1.35258034	1.888746801	2.46943734	2.47
2.353587451	2.426533292	2.496326665	2.47
3.065431684	2.787373041	2.514368652	2.47
3.845637379	3.235976755	2.536798838	2.47
3.077639088	2.79375542	2.514687771	2.47
2.204199347	2.351160055	2.492558003	2.47
2.235938597	2.36722969	2.493361484	2.47
3.770867031	3.18768145	2.534384072	2.47
0.180974761	0.703343239	2.410167162	2.47
2.688070315	2.59442374	2.504721187	2.47
3.105868709	2.808565404	2.51542827	2.47
1.081118198	1.714990112	2.460749506	2.47
2.836390271	2.669447958	2.508472398	2.47
2.926725059	2.715586624	2.510779331	2.47
1.887569811	2.187983063	2.484399153	2.47
3.908658101	3.278054527	2.538902726	2.47
3.837092196	3.230371994	2.5365186	2.47
0.469527268	1.182915248	2.434145762	2.47
0.642109439	1.366117039	2.443305852	2.47
4.442732017	3.718834313	2.560941716	2.47
4.00021363	3.341773726	2.542088686	2.47
3.209326456	2.863449999	2.5181725	2.47
2.159184545	2.328301043	2.491415052	2.47
2.411877804	2.455807652	2.497790383	2.47
2.345805231	2.422621328	2.496131066	2.47
1.969512009	2.230837317	2.486541866	2.47
2.817316202	2.659755018	2.507987751	2.47
4.630573443	3.947451723	2.572372586	2.47
3.081606494	2.795833615	2.514791681	2.47
2.674336985	2.58751158	2.504375579	2.47
1.702627644	2.088969786	2.479448489	2.47
0.766014588	1.477207269	2.448860363	2.47
3.926969207	3.290539616	2.539526981	2.47
4.502395703	3.784288373	2.564214419	2.47
1.769768365	2.125331384	2.481266569	2.47
2.982879116	2.744493776	2.512224689	2.47
2.804651021	2.653328301	2.507666415	2.47
2.934812464	2.719738467	2.510986923	2.47
1.323892941	1.871318609	2.46856593	2.47
4.620044557	3.932563295	2.571628165	2.47
2.434919279	2.46736733	2.498368367	2.47
4.101535081	3.416536465	2.545826823	2.47
1.606799524	2.036100859	2.476805043	2.47
0.557420576	1.281327122	2.439066356	2.47
4.859004486	4.40794708	2.595397354	2.47
4.332255013	3.609769983	2.555488499	2.47
3.768120365	3.18593863	2.534296932	2.47
4.429914243	3.70543973	2.560271987	2.47
0.42649617	1.129716629	2.431485831	2.47
1.319772942	1.868799308	2.468439965	2.47
1.001312296	1.659315394	2.45796577	2.47
0.339213233	1.007946657	2.425397333	2.47
3.278298288	2.900646059	2.520032303	2.47
0.799890133	1.505451627	2.450272581	2.47
4.129154332	3.437816367	2.546890818	2.47
4.229407636	3.518929652	2.550946483	2.47
2.851496933	2.677136599	2.50885683	2.47
0.155644398	0.635544956	2.406777248	2.47
1.414990692	1.926042905	2.471302145	2.47
2.571947386	2.536077381	2.501803869	2.47
3.44492935	2.992977961	2.524648898	2.47
2.851649525	2.677213906	2.508860695	2.47
0.88595233	1.573875188	2.453693759	2.47
3.524277474	3.038417453	2.526920873	2.47
1.369060335	1.898676209	2.46993381	2.47
0.103915525	0.462167981	2.398108399	2.47
0.945921201	1.61909299	2.45595465	2.47
3.214972381	2.866474069	2.518323703	2.47
1.718039491	2.097363285	2.479868164	2.47
3.694418165	3.13990683	2.531995341	2.47
2.561723685	2.530947831	2.501547392	2.47
2.31101413	2.405114692	2.495255735	2.47
4.289681692	3.57109372	2.553554686	2.47
1.331217383	1.875786501	2.468789325	2.47
3.80138554	3.207193522	2.535359676	2.47
0.525986511	1.24751893	2.437375947	2.47
0.688344981	1.409147507	2.445457375	2.47
3.467055269	3.00554263	2.525277131	2.47
0.00900296	-0.411110641	2.354444468	2.47
4.222540971	3.513161182	2.550658059	2.47
2.14087344	2.318976448	2.490948822	2.47
2.976775414	2.741342377	2.512067119	2.47
0.39475692	1.087841219	2.429392061	2.47
4.767906735	4.18061888	2.584030944	2.47
0.056001465	0.216495272	2.385824764	2.47
1.60359508	2.034311428	2.476715571	2.47
4.321268349	3.59963139	2.55498157	2.47
2.796868801	2.649382231	2.507469112	2.47
3.859523301	3.245133093	2.537256655	2.47
4.578844569	3.877161425	2.568858071	2.47
3.069551683	2.78952627	2.514476313	2.47
1.03991821	1.686562718	2.459328136	2.47
3.135624256	2.824248504	2.516212425	2.47
2.321390423	2.410338602	2.49551693	2.47
0.365459151	1.04685484	2.427342742	2.47
0.871761223	1.562895313	2.453144766	2.47
3.60728782	3.087176601	2.52935883	2.47
0.624408704	1.349075382	2.442453769	2.47
2.445600757	2.472725391	2.49863627	2.47
0.236213263	0.827803041	2.416390152	2.47
3.984191412	3.330380031	2.541519002	2.47
3.234046449	2.876720664	2.518836033	2.47
0.945310831	1.618642791	2.45593214	2.47
3.105105747	2.80816409	2.515408204	2.47
3.212378307	2.865084816	2.518254241	2.47
3.226264229	2.872535851	2.518626793	2.47
4.392681661	3.667700248	2.558385012	2.47
3.126468703	2.819414539	2.515970727	2.47
0.155034028	0.633798726	2.406689936	2.47
2.090365307	2.293174084	2.489658704	2.47
1.583758049	2.023197403	2.47615987	2.47
1.618091372	2.042394562	2.477119728	2.47
0.236365856	0.82811227	2.416405613	2.47
2.922452467	2.713394742	2.510669737	2.47
2.627491073	2.563957941	2.503197897	2.47
2.563554796	2.531866421	2.501593321	2.47
1.078371532	1.713114279	2.460655714	2.47
1.637318033	2.05307203	2.477653601	2.47
0.934629353	1.610718818	2.455535941	2.47
4.76577044	4.176235115	2.583811756	2.47
1.665089877	2.068404974	2.478420249	2.47
2.603228858	2.551774123	2.502588706	2.47
1.937314982	2.214061687	2.485703084	2.47
3.815576647	3.216358954	2.535817948	2.47
2.062593463	2.278929123	2.488946456	2.47
2.608264412	2.554302518	2.502715126	2.47
1.817529832	2.15089728	2.482544864	2.47
4.031037324	3.364004051	2.543200203	2.47
3.225501267	2.872125442	2.518606272	2.47
4.561143834	3.85460823	2.567730412	2.47
2.026734214	2.260468654	2.488023433	2.47
3.022858364	2.765198423	2.513259921	2.47
3.925290689	3.289391379	2.539469569	2.47
4.836268197	4.341881385	2.592094069	2.47
2.877590258	2.690441369	2.509522068	2.47
4.044465468	3.37382432	2.543691216	2.47
4.326303903	3.604265266	2.555213263	2.47
0.666524247	1.389095423	2.444454771	2.47
1.990112003	2.241530701	2.487076535	2.47
3.780022584	3.1935079	2.534675395	2.47
3.245948668	2.883133738	2.519156687	2.47
1.492355113	1.971197043	2.473559852	2.47
0.871150853	1.562420102	2.453121005	2.47
0.728934599	1.445324933	2.447266247	2.47
3.625141148	3.097844974	2.529892249	2.47
0.66972869	1.392067197	2.44460336	2.47
0.410626545	1.109082468	2.430454123	2.47
1.842707602	2.164280494	2.483214025	2.47
3.24549089	2.882887038	2.519144352	2.47
1.44901883	1.946042693	2.472302135	2.47
3.57554857	3.068375071	2.528418754	2.47
2.568895535	2.534546019	2.501727301	2.47
0.219733268	0.793383214	2.414669161	2.47
3.624988556	3.097752887	2.529887644	2.47
1.081270791	1.715093567	2.460754678	2.47
2.960295419	2.732844286	2.511642214	2.47
0.290231025	0.928611434	2.421430572	2.47
4.768211921	4.181246431	2.584062322	2.47
3.324228645	2.925725375	2.521286269	2.47
0.004577776	-0.616438165	2.344178092	2.47
0.464339122	1.176698851	2.433834943	2.47
2.442548906	2.471194029	2.498559701	2.47
4.353617969	3.629819793	2.55649099	2.47
3.831751457	3.226879534	2.536343977	2.47
1.020081179	1.672639491	2.458631975	2.47
1.314737388	1.865716121	2.468285806	2.47
1.167332987	1.772522473	2.463626124	2.47
2.952513199	2.728837962	2.511441898	2.47
0.41093173	1.109484919	2.430474246	2.47
1.563768426	2.011940132	2.475597007	2.47
4.110080264	3.423075731	2.546153787	2.47
1.189001129	1.786603725	2.464330186	2.47
0.103152562	0.459102984	2.397955149	2.47
2.494582965	2.497284021	2.499864201	2.47
1.656697287	2.063782467	2.478189123	2.47
1.44901883	1.946042693	2.472302135	2.47
3.876003296	3.256083409	2.53780417	2.47
2.76268807	2.632074547	2.506603727	2.47
0.361491745	1.041115929	2.427055796	2.47
4.003418073	3.344065653	2.542203283	2.47
3.614612262	3.091544449	2.529577222	2.47
1.118045595	1.739939825	2.461996991	2.47
3.255409406	2.888242825	2.519412141	2.47
4.420606098	3.695844561	2.559792228	2.47
1.131015961	1.748591394	2.46242957	2.47
4.070863979	3.393378456	2.544668923	2.47
2.470168157	2.48504336	2.499252168	2.47
3.817102573	3.21734803	2.535867401	2.47
3.039643544	2.773925025	2.513696251	2.47
4.38840907	3.663475645	2.558173782	2.47
4.374065371	3.649442141	2.557472107	2.47
1.577349162	2.019595804	2.47597979	2.47
3.220770898	2.869584541	2.518479227	2.47
1.828363903	2.156663476	2.482833174	2.47
2.996917631	2.751751544	2.512587577	2.47
3.201239051	2.859120804	2.51795604	2.47
4.904019288	4.570646588	2.603532329	2.47
0.014496292	-0.258970368	2.362051482	2.47
0.029602954	-0.016826498	2.374158675	2.47
3.434095279	2.986853651	2.524342683	2.47
1.902371288	2.195764927	2.484788246	2.47
0.860469375	1.554077762	2.452703888	2.47
2.174291208	2.335981725	2.491799086	2.47
2.337260048	2.418323965	2.495916198	2.47
1.026490066	1.677155132	2.458857757	2.47
0.449690237	1.15886366	2.432943183	2.47
4.131900998	3.439955953	2.546997798	2.47
4.453413495	3.730166617	2.561508331	2.47
0.213324381	0.779436113	2.413971806	2.47
2.77703177	2.639332315	2.506966616	2.47
3.003936888	2.755386112	2.512769306	2.47
3.724173711	3.158322961	2.532916148	2.47
4.398632771	3.673621058	2.558681053	2.47
0.255134739	0.865024112	2.418251206	2.47
2.392803735	2.446234084	2.497311704	2.47
4.31592761	3.59474513	2.554737257	2.47
3.6629841	3.120685796	2.53103429	2.47
2.39906003	2.449375251	2.497468763	2.47
1.979430525	2.235989604	2.48679948	2.47
0.010223701	-0.371165634	2.356441718	2.47
0.687887204	1.408731413	2.445436571	2.47
1.587267678	2.025168732	2.476258437	2.47
0.861690115	1.555032731	2.452751637	2.47
2.314828944	2.407035999	2.4953518	2.47
2.047334208	2.271082457	2.488554123	2.47
2.310098575	2.404653123	2.495232656	2.47
0.433362835	1.138465968	2.431923298	2.47
4.951017792	4.834054443	2.616702722	2.47
0.367900632	1.05036549	2.427518274	2.47
2.811822871	2.656967417	2.507848371	2.47
0.085604419	0.382787284	2.394139364	2.47
4.875179296	4.460579539	2.598028977	2.47
1.89230018	2.190471668	2.484523583	2.47
0.530259102	1.25219828	2.437609914	2.47
1.511276589	1.9820746	2.47410373	2.47
2.489394818	2.494684003	2.4997342	2.47
1.470839564	1.958750608	2.47293753	2.47
0.24201178	0.839453668	2.416972683	2.47
4.894863735	4.532975317	2.601648766	2.47
1.198156682	1.792510893	2.464625545	2.47
4.519028291	3.803546924	2.565177346	2.47
1.31900998	1.868333192	2.46841666	2.47
2.767876217	2.634699576	2.506734979	2.47
3.965422529	3.317169621	2.540858481	2.47
2.966856899	2.736226469	2.511811323	2.47
3.002105777	2.754437964	2.512721898	2.47
4.812158574	4.279626473	2.588981324	2.47
2.031769768	2.263065262	2.488153263	2.47
4.735557115	4.117468115	2.580873406	2.47
4.099398785	3.414906195	2.54574531	2.47
4.390392773	3.665435606	2.55827178	2.47
3.44553972	2.993323569	2.524666178	2.47
3.768730735	3.186325166	2.534316258	2.47
1.014282662	1.668538807	2.45842694	2.47
0.088351085	0.395565684	2.394778284	2.47
1.563768426	2.011940132	2.475597007	2.47
0.15335551	0.628978405	2.40644892	2.47
0.509506516	1.229208528	2.436460426	2.47
3.046205023	2.777341314	2.513867066	2.47
1.181524094	1.781760665	2.464088033	2.47
2.35953856	2.429525529	2.496476276	2.47
1.114078188	1.737281827	2.461864091	2.47
3.363292337	2.947266757	2.522363338	2.47
2.442701498	2.471271336	2.498563567	2.47
1.129032258	1.747271489	2.462363574	2.47
4.578691977	3.876965884	2.568848294	2.47
1.355632191	1.890590801	2.46952954	2.47
0.191808832	0.729977791	2.41149889	2.47
2.047791986	2.271318926	2.488565946	2.47
1.286812952	1.84850166	2.467425083	2.47
1.949522385	2.22043156	2.486021578	2.47
3.921018097	3.286469627	2.539323481	2.47
1.329691458	1.874856543	2.468742827	2.47
1.026795251	1.677368863	2.458868443	2.47
2.989440596	2.747885055	2.512394253	2.47
0.968504898	1.63566171	2.456783086	2.47
1.845149083	2.165576524	2.483278826	2.47
3.031861324	2.769876637	2.513493832	2.47
0.743736076	1.458178367	2.447908918	2.47
3.125858333	2.819091669	2.515954583	2.47
3.925290689	3.289391379	2.539469569	2.47
1.69225135	2.083303634	2.479165182	2.47
3.390911588	2.962621301	2.523131065	2.47
4.309518723	3.588912995	2.55444565	2.47
2.971434675	2.738586608	2.51192933	2.47
1.850642415	2.168486907	2.483424345	2.47
0.761284219	1.473198672	2.448659934	2.47
4.452803125	3.729514055	2.561475703	2.47
3.40479751	2.970383839	2.523519192	2.47
0.080568865	0.358431016	2.392921551	2.47
1.124454482	1.744221272	2.462211064	2.47
2.275307474	2.387116928	2.494355846	2.47
0.982543413	1.64584123	2.457292061	2.47
0.860011597	1.553718511	2.452685926	2.47
3.296151616	2.910364009	2.5205182	2.47
2.085482345	2.290672973	2.489533649	2.47
3.017365032	2.762347157	2.513117358	2.47
4.041718802	3.371809789	2.543590489	2.47
4.848323008	4.375887392	2.59379437	2.47
2.271797845	2.385345687	2.494267284	2.47
3.525345622	3.039037046	2.526951852	2.47
2.530289621	2.515185151	2.500759258	2.47
4.706564531	4.06589067	2.578294534	2.47
0.640736106	1.364807367	2.443240368	2.47
2.839289529	2.670923613	2.508546181	2.47
1.569719535	2.015298441	2.475764922	2.47
0.910824915	1.592854068	2.454642703	2.47
4.256263924	3.541821633	2.552091082	2.47
3.715475936	3.152917151	2.532645858	2.47
3.548844874	3.052709025	2.527635451	2.47
1.825159459	2.154959311	2.482747966	2.47
3.9373455	3.297670054	2.539883503	2.47
3.464766381	3.004239779	2.525211989	2.47
4.729911191	4.107086233	2.580354312	2.47
1.574755089	2.018136065	2.475906803	2.47
1.069978942	1.707366272	2.460368314	2.47
4.142277291	3.448080014	2.547404001	2.47
2.808313242	2.655185944	2.507759297	2.47
2.994018372	2.750252015	2.512512601	2.47
1.890774255	2.189669039	2.484483452	2.47
0.322580645	0.982071533	2.424103577	2.47
1.707968383	2.091882442	2.479594122	2.47
3.864101077	3.248166258	2.537408313	2.47
1.895504624	2.192156507	2.484607825	2.47
1.497085482	1.973922117	2.473696106	2.47
2.519608142	2.509830501	2.500491525	2.47
4.724417859	4.097145456	2.579857273	2.47
0.533158361	1.255356501	2.437767825	2.47
3.617969298	3.093551022	2.529677551	2.47
1.987060152	2.23994818	2.486997409	2.47
4.036378063	3.367901235	2.543395062	2.47
3.838007752	3.230969987	2.536548499	2.47
1.827448347	2.156176897	2.482808845	2.47
2.450483718	2.475173068	2.498758653	2.47
3.982512894	3.329193141	2.541459657	2.47
0.157322916	0.640310709	2.407015535	2.47
3.897671438	3.270621682	2.538531084	2.47
4.648274178	3.973226803	2.57366134	2.47
2.68120365	2.59096766	2.504548383	2.47
1.632587664	2.050450411	2.477522521	2.47
1.415601062	1.926402155	2.471320108	2.47
2.288735618	2.393889253	2.494694463	2.47
1.099276711	1.727318312	2.461365916	2.47
1.586504715	2.024740133	2.476237007	2.47
3.243049409	2.881570544	2.519078527	2.47
4.795525987	4.240395419	2.587019771	2.47
0.442518387	1.14997335	2.432498667	2.47
0.476699118	1.191428118	2.434571406	2.47
3.283181249	2.903299509	2.520164975	2.47
2.130649739	2.313763907	2.490688195	2.47
3.306222724	2.915861905	2.520793095	2.47
0.568712424	1.293136911	2.439656846	2.47
2.085482345	2.290672973	2.489533649	2.47
3.10769982	2.809528332	2.515476417	2.47
4.366435743	3.642068413	2.557103421	2.47
1.986754967	2.239790155	2.486989508	2.47
4.319284646	3.597812401	2.55489062	2.47
1.093935972	1.723705345	2.461185267	2.47
3.894314402	3.268358177	2.538417909	2.47
0.296792505	0.939816409	2.42199082	2.47
1.647694327	2.058813215	2.477940661	2.47
3.513901181	3.032413651	2.526620683	2.47
4.873043001	4.453312676	2.597665634	2.47
3.280281991	2.90172381	2.52008619	2.47
3.034455397	2.771224962	2.513561248	2.47
4.056367687	3.38259867	2.544129933	2.47
2.000030519	2.246668209	2.48733341	2.47
2.05221717	2.273594936	2.488679747	2.47
2.010864589	2.25227297	2.487613648	2.47
3.99365215	3.337094376	2.541854719	2.47
3.355204932	2.942789769	2.522139488	2.47
4.182714316	3.480348887	2.549017444	2.47
2.940305795	2.722560175	2.511128009	2.47
1.518448439	1.986182105	2.474309105	2.47
3.015686514	2.761476316	2.513073816	2.47
3.975035859	3.323918072	2.541195904	2.47
0.805230873	1.509833118	2.450491656	2.47
0.503402814	1.222316832	2.436115842	2.47
0.400555437	1.095676516	2.429783826	2.47
2.559892575	2.530030378	2.501501519	2.47
1.552781762	2.005726009	2.4752863	2.47
2.59254738	2.546412651	2.502320633	2.47
4.624011963	3.938138497	2.571906925	2.47
2.958616901	2.731980266	2.511599013	2.47
2.52723777	2.513656063	2.500682803	2.47
4.02722251	3.361230092	2.543061505	2.47
4.639728996	3.960662133	2.573033107	2.47
2.774895474	2.638251153	2.506912558	2.47
0.021362957	-0.12974936	2.368512532	2.47
1.115756706	1.738407327	2.461920366	2.47
3.458510086	3.000680244	2.525034012	2.47
4.668568987	4.004035936	2.575201797	2.47
3.480178228	3.013032319	2.525651616	2.47
0.751976073	1.465261057	2.448263053	2.47
2.217932676	2.35811769	2.492905884	2.47
2.26966155	2.384267936	2.494213397	2.47
3.382824183	2.958114755	2.522905738	2.47
4.888149663	4.507091098	2.600354555	2.47
2.388531144	2.444088813	2.497204441	2.47
1.687826167	2.080882104	2.479044105	2.47
2.341227454	2.420319169	2.496015958	2.47
0.369121372	1.05211172	2.427605586	2.47
1.893826106	2.191274297	2.484563715	2.47
1.27292703	1.839870556	2.466993528	2.47
1.439863277	1.940683496	2.472034175	2.47
3.03582873	2.771938916	2.513596946	2.47
3.42997528	2.984529892	2.524226495	2.47
4.785912656	4.218885869	2.585944293	2.47
1.352732933	1.888840024	2.469442001	2.47
2.499618519	2.499809006	2.49999045	2.47
0.761589404	1.473457878	2.448672894	2.47
0.631275369	1.355726062	2.442786303	2.47
0.265816218	0.885073923	2.419253696	2.47
1.499679556	1.975414825	2.473770741	2.47
1.27948851	1.843956461	2.467197823	2.47
2.313455611	2.406343646	2.495317182	2.47
3.138370922	2.825699148	2.516284957	2.47
1.244850002	1.822265012	2.466113251	2.47
0.598162786	1.323172973	2.441158649	2.47
2.766808069	2.634159563	2.506707978	2.47
4.33271279	3.610195171	2.555509759	2.47
1.648609882	2.059319122	2.477965956	2.47
2.475814081	2.487874162	2.499393708	2.47
2.72194586	2.611497229	2.505574861	2.47
3.144627216	2.829008571	2.516450429	2.47
2.863093966	2.683044904	2.509152245	2.47
4.837183752	4.344391591	2.59221958	2.47
0.758842738	1.47112275	2.448556137	2.47
4.265724662	3.550016181	2.552500809	2.47
2.017426069	2.255664248	2.487783212	2.47
0.183263649	0.709077603	2.41045388	2.47
0.20783105	0.767207957	2.413360398	2.47
2.707449568	2.604187166	2.505209358	2.47
1.568956572	2.014868705	2.475743435	2.47
1.164891507	1.77092631	2.463546315	2.47
0.551164281	1.274710548	2.438735527	2.47
0.221411786	0.796980266	2.414849013	2.47
3.170415357	2.842687372	2.517134369	2.47
4.604174932	3.910712684	2.570535634	2.47
3.482924894	3.014603471	2.525730174	2.47
2.743308817	2.622281563	2.506114078	2.47
3.46110416	3.002154762	2.525107738	2.47
4.744712668	4.13468485	2.581734242	2.47
1.284066286	1.846798631	2.467339932	2.47
0.89312418	1.579382178	2.453969109	2.47
0.689413129	1.410118393	2.44550592	2.47
4.011658071	3.349979642	2.542498982	2.47
2.667622913	2.584132807	2.50420664	2.47
3.065736869	2.787532202	2.51437661	2.47
3.570818201	3.065589744	2.528279487	2.47
2.062746055	2.279007567	2.488950378	2.47
3.75103	3.175138381	2.533756919	2.47
3.137913144	2.825458132	2.516272907	2.47
1.287575915	1.848974598	2.46744873	2.47
1.411328471	1.923876034	2.471193802	2.47
4.311655019	3.590852493	2.554542625	2.47
2.327036348	2.413179636	2.495658982	2.47
1.03930784	1.686136392	2.45930682	2.47
0.402691733	1.098541424	2.429927071	2.47
1.981261635	2.236940026	2.486847001	2.47
2.231666005	2.36506964	2.493253482	2.47
2.047029023	2.270925569	2.488546278	2.47
1.826227607	2.155527745	2.482776387	2.47
4.537797174	3.825875019	2.566293751	2.47
3.584246345	3.073506895	2.528675345	2.47
2.418591876	2.45917733	2.497958867	2.47
2.941984313	2.723423058	2.511171153	2.47
2.946409497	2.725697931	2.511284897	2.47
2.748191778	2.62474743	2.506237372	2.47
2.782677694	2.642191539	2.507109577	2.47
0.206305124	0.763765519	2.413188276	2.47
0.311593982	0.964404598	2.42322023	2.47
0.49058504	1.207644409	2.43538222	2.47
3.095950194	2.803355137	2.515167757	2.47
4.474929044	3.753488335	2.562674417	2.47
4.392376476	3.667400114	2.558370006	2.47
0.061799982	0.254257492	2.387712875	2.47
1.52989288	1.992717961	2.474635898	2.47
4.964751122	4.9547262	2.62273631	2.47
3.836939604	3.23027195	2.536513597	2.47
4.112369152	3.42483333	2.546241666	2.47
1.845606861	2.165818677	2.483290934	2.47
2.759788812	2.630609124	2.506530456	2.47
0.796990875	1.503066478	2.450153324	2.47
2.478255562	2.489098569	2.499454928	2.47
3.158665731	2.836447101	2.516822355	2.47
2.136448256	2.316720901	2.490836045	2.47
0.073549608	0.322187652	2.391109383	2.47
0.369426557	1.052548277	2.427627414	2.47
3.505050813	3.027307975	2.526365399	2.47
0.492873928	1.210284217	2.435514211	2.47
2.451857051	2.475862011	2.498793101	2.47
3.986632893	3.332110345	2.541605517	2.47
1.110873745	1.735130872	2.461756544	2.47
0.164799951	0.661033545	2.408051677	2.47
2.383342998	2.441483111	2.497074156	2.47
3.102816858	2.806961283	2.515348064	2.47
4.774620808	4.194597813	2.584729891	2.47
2.904904324	2.70440325	2.510220162	2.47
2.668538469	2.584593239	2.504229662	2.47
2.639240699	2.569861699	2.503493085	2.47
2.264473403	2.381648591	2.49408243	2.47
0.311136204	0.963658812	2.423182941	2.47
1.298715171	1.855861746	2.467793087	2.47
